registrationid,registrationdate,eventid
1248,2026-06-17,36
1249,2026-08-02,278
1250,2026-10-01,397
1251,2026-10-24,367
1252,2026-10-29,239
1253,2026-02-16,27
1254,2026-09-15,89
1255,2026-11-26,21
1256,2026-06-13,131
1257,2026-06-29,46
1258,2026-06-07,291
1259,2026-01-12,249
1260,2026-07-03,405
1261,2026-07-21,65
1262,2026-11-02,428
1263,2026-08-25,394
1264,2026-08-29,147
1265,2026-04-06,472
1266,2026-09-07,376
1267,2026-02-01,339
1268,2026-08-26,227
1269,2026-02-15,435
1270,2026-03-08,88
1271,2026-06-28,82
1272,2026-08-01,289
1273,2026-04-21,338
1274,2026-12-01,307
1275,2026-02-22,354
1276,2026-09-14,364
1277,2026-04-26,142
1278,2026-01-07,410
1279,2026-10-19,279
1280,2026-09-15,395
1281,2026-05-20,281
1282,2026-04-17,131
1283,2026-08-16,281
1284,2026-08-01,260
1285,2026-01-22,74
1286,2026-07-27,228
1287,2026-04-08,418
1288,2026-10-26,232
1289,2026-02-15,378
1290,2026-02-15,43
1291,2026-04-04,340
1292,2026-09-20,424
1293,2026-02-05,6
1294,2026-05-06,466
1295,2026-10-14,350
1296,2026-07-28,397
1297,2026-12-07,28
1298,2026-09-27,484
1299,2026-05-18,337
1300,2026-12-06,340
1301,2026-01-21,52
1302,2026-09-11,224
1303,2026-11-11,120
1304,2026-08-04,73
1305,2026-03-12,47
1306,2026-10-02,497
1307,2026-09-05,116
1308,2026-09-10,221
1309,2026-02-09,457
1310,2026-09-26,13
1311,2026-12-09,409
1312,2026-05-07,3
1313,2026-03-30,69
1314,2026-06-28,3
1315,2026-12-10,369
1316,2026-11-30,360
1317,2026-05-25,227
1318,2026-09-17,310
1319,2026-07-23,125
1320,2026-09-21,308
1321,2026-04-26,383
1322,2026-12-07,328
1323,2026-12-19,390
1324,2026-05-18,243
1325,2026-10-18,228
1326,2026-08-08,284
1327,2026-02-12,417
1328,2026-12-28,255
1329,2026-01-27,403
1330,2026-09-22,370
1331,2026-03-05,286
1332,2026-06-15,345
1333,2026-11-23,177
1334,2026-06-18,439
1335,2026-10-10,280
1336,2026-01-25,233
1337,2026-03-14,5
1338,2026-06-22,231
1339,2026-12-13,74
1340,2026-08-20,263
1341,2026-04-08,434
1342,2026-09-19,373
1343,2026-09-08,456
1344,2026-05-02,351
1345,2026-09-21,115
1346,2026-10-03,8
1347,2026-09-06,22
1348,2026-03-03,57
1349,2026-01-24,441
1350,2026-08-05,320
1351,2026-03-30,427
1352,2026-02-07,205
1353,2026-02-27,435
1354,2026-07-29,109
1355,2026-01-30,452
1356,2026-09-02,285
1357,2026-04-03,190
1358,2026-02-19,96
1359,2026-10-31,2
1360,2026-10-19,337
1361,2026-06-29,124
1362,2026-01-30,71
1363,2026-06-01,140
1364,2026-08-18,136
1365,2026-11-11,374
1366,2026-02-28,217
1367,2026-07-03,11
1368,2026-07-27,104
1369,2026-08-09,121
1370,2026-07-16,412
1371,2026-10-03,200
1372,2026-05-24,133
1373,2026-03-29,235
1374,2026-05-30,190
1375,2026-01-03,56
1376,2026-10-07,236
1377,2026-07-28,88
1378,2026-01-04,345
1379,2026-06-20,448
1380,2026-11-20,292
1381,2026-11-29,392
1382,2026-07-18,357
1383,2026-10-06,106
1384,2026-07-18,463
1385,2026-08-17,81
1386,2026-07-03,190
1387,2026-08-13,34
1388,2026-03-19,415
1389,2026-12-13,111
1390,2026-07-13,172
1391,2026-12-01,21
1392,2026-05-07,422
1393,2026-04-12,156
1394,2026-07-07,264
1395,2026-09-18,299
1396,2026-06-05,123
1397,2026-12-19,306
1398,2026-03-08,300
1399,2026-09-16,278
1400,2026-04-24,410
1401,2026-07-30,366
1402,2026-05-11,54
1403,2026-09-07,51
1404,2026-03-05,453
1405,2026-08-11,500
1406,2026-06-26,221
1407,2026-04-16,383
1408,2026-10-23,429
1409,2026-06-29,102
1410,2026-02-26,45
1411,2026-11-20,224
1412,2026-03-25,459
1413,2026-12-14,127
1414,2026-11-16,83
1415,2026-10-23,170
1416,2026-12-01,23
1417,2026-01-02,68
1418,2026-12-26,441
1419,2026-07-22,51
1420,2026-05-11,207
1421,2026-04-07,73
1422,2026-09-06,258
1423,2026-01-09,149
1424,2026-07-22,375
1425,2026-12-20,217
1426,2026-07-04,355
1427,2026-07-27,25
1428,2026-09-22,287
1429,2026-07-23,24
1430,2026-04-02,138
1431,2026-03-25,491
1432,2026-11-09,73
1433,2026-08-15,127
1434,2026-10-27,225
1435,2026-09-03,246
1436,2026-02-24,115
1437,2026-08-14,182
1438,2026-06-10,170
1439,2026-09-21,97
1440,2026-09-09,354
1441,2026-03-23,276
1442,2026-10-24,201
1443,2026-10-27,18
1444,2026-04-02,484
1445,2026-02-12,143
1446,2026-04-30,159
1447,2026-11-07,384
1448,2026-07-26,418
1449,2026-08-13,241
1450,2026-08-30,223
1451,2026-03-13,55
1452,2026-04-11,395
1453,2026-12-12,278
1454,2026-04-22,205
1455,2026-06-09,112
1456,2026-08-24,177
1457,2026-01-13,289
1458,2026-02-04,136
1459,2026-01-15,270
1460,2026-04-22,498
1461,2026-11-24,328
1462,2026-03-20,480
1463,2026-06-27,398
1464,2026-09-17,415
1465,2026-02-12,208
1466,2026-12-01,77
1467,2026-03-19,73
1468,2026-06-02,64
1469,2026-11-24,358
1470,2026-02-05,334
1471,2026-04-12,29
1472,2026-05-02,97
1473,2026-06-05,341
1474,2026-03-17,342
1475,2026-09-14,84
1476,2026-06-15,414
1477,2026-10-01,262
1478,2026-09-05,219
1479,2026-08-25,372
1480,2026-02-27,305
1481,2026-02-05,487
1482,2026-01-25,209
1483,2026-03-25,388
1484,2026-02-06,159
1485,2026-08-15,410
1486,2026-03-01,129
1487,2026-02-22,60
1488,2026-09-18,219
1489,2026-11-26,85
1490,2026-05-09,81
1491,2026-01-13,328
1492,2026-04-13,129
1493,2026-10-28,446
1494,2026-04-02,343
1495,2026-03-11,404
1496,2026-08-01,245
1497,2026-12-30,186
1498,2026-06-13,260
1499,2026-06-06,54
1500,2026-03-12,499
1501,2026-04-08,83
1502,2026-06-13,105
1503,2026-03-03,369
1504,2026-06-14,434
1505,2026-02-21,125
1506,2026-01-04,366
1507,2026-08-09,72
1508,2026-05-18,34
1509,2026-01-10,230
1510,2026-12-20,161
1511,2026-06-21,59
1512,2026-12-06,199
1513,2026-05-31,316
1514,2026-12-25,38
1515,2026-07-31,394
1516,2026-01-17,477
1517,2026-01-03,349
1518,2026-07-05,179
1519,2026-03-30,246
1520,2026-10-27,87
1521,2026-03-22,419
1522,2026-06-20,339
1523,2026-05-31,61
1524,2026-03-28,40
1525,2026-02-08,331
1526,2026-05-27,77
1527,2026-11-16,153
1528,2026-01-31,34
1529,2026-08-20,168
1530,2026-08-14,154
1531,2026-05-19,175
1532,2026-06-18,30
1533,2026-10-10,235
1534,2026-05-17,92
1535,2026-11-22,365
1536,2026-11-24,86
1537,2026-12-15,83
1538,2026-08-22,472
1539,2026-09-23,473
1540,2026-06-01,208
1541,2026-01-13,393
1542,2026-09-22,87
1543,2026-03-27,281
1544,2026-12-25,318
1545,2026-04-20,405
1546,2026-11-01,56
1547,2026-03-17,296
1548,2026-05-08,281
1549,2026-06-12,36
1550,2026-07-19,127
1551,2026-09-05,235
1552,2026-03-26,284
1553,2026-03-20,401
1554,2026-06-18,36
1555,2026-11-23,4
1556,2026-03-24,51
1557,2026-06-14,325
1558,2026-11-01,267
1559,2026-07-08,488
1560,2026-07-27,203
1561,2026-02-03,181
1562,2026-07-18,227
1563,2026-07-26,358
1564,2026-03-27,54
1565,2026-08-11,56
1566,2026-12-14,468
1567,2026-10-06,35
1568,2026-10-11,51
1569,2026-10-13,382
1570,2026-07-08,75
1571,2026-08-29,243
1572,2026-10-31,410
1573,2026-12-19,391
1574,2026-11-14,364
1575,2026-11-19,76
1576,2026-06-14,178
1577,2026-03-07,82
1578,2026-01-09,312
1579,2026-03-30,301
1580,2026-04-23,262
1581,2026-09-07,125
1582,2026-12-12,458
1583,2026-11-26,459
1584,2026-06-26,257
1585,2026-10-26,456
1586,2026-09-08,71
1587,2026-09-29,93
1588,2026-09-11,274
1589,2026-03-03,183
1590,2026-06-24,177
1591,2026-12-25,77
1592,2026-01-30,97
1593,2026-04-25,308
1594,2026-07-25,335
1595,2026-06-24,84
1596,2026-03-06,3
1597,2026-04-06,295
1598,2026-09-12,240
1599,2026-11-26,38
1600,2026-12-30,426
1601,2026-02-17,473
1602,2026-05-18,429
1603,2026-03-07,239
1604,2026-12-23,165
1605,2026-10-17,111
1606,2026-01-07,347
1607,2026-01-08,199
1608,2026-03-07,237
1609,2026-03-13,70
1610,2026-06-23,99
1611,2026-06-21,345
1612,2026-12-15,23
1613,2026-01-20,499
1614,2026-10-02,162
1615,2026-08-04,79
1616,2026-05-12,112
1617,2026-03-02,27
1618,2026-06-22,140
1619,2026-02-19,333
1620,2026-09-05,93
1621,2026-01-15,397
1622,2026-06-24,361
1623,2026-04-19,369
1624,2026-04-04,99
1625,2026-01-27,107
1626,2026-12-23,295
1627,2026-03-04,359
1628,2026-12-21,433
1629,2026-02-09,188
1630,2026-03-03,72
1631,2026-10-24,481
1632,2026-06-08,302
1633,2026-04-17,215
1634,2026-02-21,183
1635,2026-02-01,188
1636,2026-10-20,299
1637,2026-09-26,431
1638,2026-03-06,180
1639,2026-07-19,110
1640,2026-10-29,488
1641,2026-08-16,198
1642,2026-04-11,362
1643,2026-12-24,336
1644,2026-08-05,369
1645,2026-02-22,240
1646,2026-11-16,165
1647,2026-07-17,157
1648,2026-09-07,11
1649,2026-08-14,78
1650,2026-11-27,482
1651,2026-08-30,484
1652,2026-01-13,335
1653,2026-09-15,246
1654,2026-07-23,341
1655,2026-12-16,373
1656,2026-02-15,409
1657,2026-01-23,394
1658,2026-07-13,91
1659,2026-02-27,96
1660,2026-11-07,417
1661,2026-10-24,256
1662,2026-06-26,283
1663,2026-11-12,89
1664,2026-08-24,51
1665,2026-01-17,454
1666,2026-09-02,452
1667,2026-01-01,69
1668,2026-03-08,326
1669,2026-11-19,367
1670,2026-07-20,443
1671,2026-11-23,475
1672,2026-11-20,481
1673,2026-05-20,118
1674,2026-06-30,6
1675,2026-02-18,119
1676,2026-06-13,97
1677,2026-05-07,479
1678,2026-06-16,486
1679,2026-08-28,316
1680,2026-03-09,257
1681,2026-09-01,23
1682,2026-08-22,363
1683,2026-06-16,297
1684,2026-07-01,126
1685,2026-06-28,481
1686,2026-10-15,477
1687,2026-04-16,469
1688,2026-07-28,106
1689,2026-09-12,304
1690,2026-12-31,410
1691,2026-08-14,361
1692,2026-02-02,243
1693,2026-06-19,223
1694,2026-07-06,441
1695,2026-01-06,481
1696,2026-05-30,318
1697,2026-11-30,350
1698,2026-10-25,187
1699,2026-03-31,399
1700,2026-01-09,242
1701,2026-04-29,206
1702,2026-04-02,126
1703,2026-10-22,359
1704,2026-01-27,88
1705,2026-06-28,392
1706,2026-02-03,480
1707,2026-10-14,166
1708,2026-01-31,428
1709,2026-02-20,279
1710,2026-10-29,151
1711,2026-02-06,478
1712,2026-10-05,305
1713,2026-09-13,484
1714,2026-12-05,145
1715,2026-03-16,21
1716,2026-10-25,325
1717,2026-01-19,12
1718,2026-05-10,217
1719,2026-01-03,224
1720,2026-09-11,370
1721,2026-07-18,324
1722,2026-02-08,365
1723,2026-01-17,302
1724,2026-07-10,156
1725,2026-11-24,493
1726,2026-01-31,474
1727,2026-02-21,260
1728,2026-02-28,483
1729,2026-12-06,182
1730,2026-05-13,59
1731,2026-06-19,288
1732,2026-10-19,366
1733,2026-04-04,257
1734,2026-12-15,124
1735,2026-08-17,77
1736,2026-12-07,262
1737,2026-04-06,33
1738,2026-12-11,329
1739,2026-02-27,472
1740,2026-02-23,118
1741,2026-04-03,35
1742,2026-04-07,214
1743,2026-11-02,377
1744,2026-08-13,150
1745,2026-10-05,28
1746,2026-03-31,290
1747,2026-02-12,26
1748,2026-07-26,7
1749,2026-02-11,473
1750,2026-06-22,323
1751,2026-09-25,433
1752,2026-03-10,335
1753,2026-04-25,396
1754,2026-09-19,417
1755,2026-09-15,445
1756,2026-11-09,466
1757,2026-12-30,351
1758,2026-01-12,322
1759,2026-10-18,16
1760,2026-06-20,40
1761,2026-07-20,144
1762,2026-04-06,101
1763,2026-10-27,363
1764,2026-02-15,82
1765,2026-03-05,78
1766,2026-11-08,162
1767,2026-12-23,77
1768,2026-01-13,365
1769,2026-07-04,439
1770,2026-02-01,67
1771,2026-11-01,317
1772,2026-10-24,458
1773,2026-03-02,337
1774,2026-01-06,82
1775,2026-06-06,339
1776,2026-11-18,63
1777,2026-07-18,19
1778,2026-12-17,445
1779,2026-12-16,359
1780,2026-05-07,467
1781,2026-06-07,46
1782,2026-03-26,389
1783,2026-01-08,69
1784,2026-03-27,471
1785,2026-10-18,483
1786,2026-07-20,38
1787,2026-07-31,281
1788,2026-02-05,164
1789,2026-11-07,366
1790,2026-07-06,42
1791,2026-08-06,302
1792,2026-07-15,460
1793,2026-10-07,61
1794,2026-04-26,210
1795,2026-09-19,6
1796,2026-02-01,95
1797,2026-02-25,245
1798,2026-12-11,180
1799,2026-10-18,479
1800,2026-12-25,257
1801,2026-12-20,87
1802,2026-07-14,4
1803,2026-02-11,436
1804,2026-06-13,288
1805,2026-08-29,116
1806,2026-12-03,465
1807,2026-11-04,494
1808,2026-02-16,262
1809,2026-11-20,485
1810,2026-04-27,47
1811,2026-10-11,40
1812,2026-06-14,95
1813,2026-10-01,1
1814,2026-05-14,228
1815,2026-07-31,115
1816,2026-02-07,365
1817,2026-04-12,414
1818,2026-05-02,412
1819,2026-03-03,164
1820,2026-11-11,15
1821,2026-10-20,26
1822,2026-06-21,92
1823,2026-05-29,458
1824,2026-03-15,459
1825,2026-09-17,12
1826,2026-02-07,231
1827,2026-02-18,441
1828,2026-08-25,286
1829,2026-10-18,361
1830,2026-05-27,194
1831,2026-09-27,396
1832,2026-04-13,102
1833,2026-02-05,309
1834,2026-09-03,105
1835,2026-12-26,113
1836,2026-03-22,410
1837,2026-08-20,273
1838,2026-09-22,156
1839,2026-01-11,156
1840,2026-01-25,80
1841,2026-08-17,327
1842,2026-09-20,366
1843,2026-04-30,190
1844,2026-05-27,404
1845,2026-01-27,65
1846,2026-06-22,102
1847,2026-03-28,339
1848,2026-03-08,15
1849,2026-07-04,93
1850,2026-09-17,123
1851,2026-04-24,425
1852,2026-09-26,354
1853,2026-07-22,128
1854,2026-09-05,41
1855,2026-07-12,88
1856,2026-10-06,23
1857,2026-08-31,52
1858,2026-02-26,42
1859,2026-11-15,107
1860,2026-07-11,197
1861,2026-07-07,147
1862,2026-06-07,243
1863,2026-12-24,412
1864,2026-03-19,115
1865,2026-10-30,365
1866,2026-12-26,73
1867,2026-03-17,1
1868,2026-04-05,321
1869,2026-03-02,408
1870,2026-11-26,424
1871,2026-05-07,168
1872,2026-01-05,208
1873,2026-06-09,273
1874,2026-08-23,360
1875,2026-10-27,2
1876,2026-03-15,243
1877,2026-05-03,241
1878,2026-02-05,391
1879,2026-12-27,473
1880,2026-12-08,283
1881,2026-07-29,355
1882,2026-04-19,49
1883,2026-03-26,384
1884,2026-06-30,446
1885,2026-08-12,344
1886,2026-05-04,180
1887,2026-11-26,81
1888,2026-06-10,94
1889,2026-01-28,117
1890,2026-07-26,133
1891,2026-05-30,328
1892,2026-04-30,228
1893,2026-05-29,71
1894,2026-07-05,127
1895,2026-06-01,479
1896,2026-10-14,81
1897,2026-06-08,87
1898,2026-12-12,230
1899,2026-08-30,239
1900,2026-07-14,240
1901,2026-07-29,481
1902,2026-04-02,333
1903,2026-02-05,73
1904,2026-05-03,1
1905,2026-09-13,129
1906,2026-09-23,211
1907,2026-07-16,247
1908,2026-02-18,20
1909,2026-07-04,447
1910,2026-02-10,65
1911,2026-08-15,104
1912,2026-04-03,218
1913,2026-08-23,457
1914,2026-03-03,357
1915,2026-11-15,20
1916,2026-08-02,377
1917,2026-09-13,269
1918,2026-09-18,198
1919,2026-05-14,184
1920,2026-07-02,250
1921,2026-05-28,168
1922,2026-05-15,210
1923,2026-10-01,272
1924,2026-08-23,329
1925,2026-12-19,174
1926,2026-10-31,198
1927,2026-09-19,435
1928,2026-11-14,35
1929,2026-02-28,254
1930,2026-01-15,126
1931,2026-05-14,201
1932,2026-10-17,396
1933,2026-01-17,123
1934,2026-07-01,312
1935,2026-01-20,227
1936,2026-03-01,197
1937,2026-12-02,262
1938,2026-06-16,315
1939,2026-03-16,369
1940,2026-10-06,102
1941,2026-05-05,170
1942,2026-05-08,137
1943,2026-03-10,251
1944,2026-04-01,166
1945,2026-03-06,476
1946,2026-08-06,282
1947,2026-08-08,138
1948,2026-06-01,79
1949,2026-03-14,425
1950,2026-01-26,69
1951,2026-02-27,321
1952,2026-04-16,258
1953,2026-04-19,83
1954,2026-07-26,407
1955,2026-08-28,245
1956,2026-03-15,252
1957,2026-10-06,42
1958,2026-06-21,343
1959,2026-11-14,314
1960,2026-08-02,363
1961,2026-10-05,222
1962,2026-07-17,334
1963,2026-11-28,142
1964,2026-09-16,493
1965,2026-02-02,341
1966,2026-01-24,20
1967,2026-08-08,75
1968,2026-02-22,137
1969,2026-09-18,211
1970,2026-01-14,460
1971,2026-01-30,219
1972,2026-09-19,317
1973,2026-10-24,79
1974,2026-12-09,272
1975,2026-01-08,431
1976,2026-11-06,354
1977,2026-08-23,133
1978,2026-11-08,15
1979,2026-02-07,33
1980,2026-06-25,18
1981,2026-11-14,266
1982,2026-03-07,156
1983,2026-11-17,416
1984,2026-07-03,474
1985,2026-06-06,185
1986,2026-05-09,463
1987,2026-02-13,320
1988,2026-07-20,214
1989,2026-02-21,269
1990,2026-09-19,395
1991,2026-01-31,395
1992,2026-10-12,79
1993,2026-05-10,493
1994,2026-08-24,290
1995,2026-07-24,52
1996,2026-05-06,359
1997,2026-08-25,469
1998,2026-07-28,365
1999,2026-12-30,97
2000,2026-10-18,369
2001,2026-09-06,425
2002,2026-08-30,210
2003,2026-05-27,368
2004,2026-06-14,204
2005,2026-08-20,321
2006,2026-08-29,491
2007,2026-04-21,95
2008,2026-02-25,167
2009,2026-11-11,3
2010,2026-06-01,274
2011,2026-07-11,367
2012,2026-08-26,96
2013,2026-12-30,382
2014,2026-07-18,122
2015,2026-02-08,150
2016,2026-01-08,324
2017,2026-07-27,457
2018,2026-11-12,203
2019,2026-05-06,471
2020,2026-05-14,363
2021,2026-09-23,383
2022,2026-02-21,100
2023,2026-11-14,53
2024,2026-09-13,279
2025,2026-11-13,126
2026,2026-10-12,69
2027,2026-09-01,347
2028,2026-07-17,381
2029,2026-07-30,102
2030,2026-07-20,297
2031,2026-05-15,349
2032,2026-06-02,289
2033,2026-07-12,321
2034,2026-08-12,354
2035,2026-12-02,368
2036,2026-12-08,261
2037,2026-04-10,393
2038,2026-12-10,344
2039,2026-06-18,236
2040,2026-01-13,414
2041,2026-01-01,99
2042,2026-10-06,180
2043,2026-09-25,31
2044,2026-03-30,55
2045,2026-06-09,425
2046,2026-08-16,475
2047,2026-02-22,400
2048,2026-05-11,241
2049,2026-03-26,235
2050,2026-03-31,482
2051,2026-07-12,416
2052,2026-07-08,65
2053,2026-03-29,364
2054,2026-07-17,96
2055,2026-01-20,500
2056,2026-03-09,463
2057,2026-06-30,43
2058,2026-01-27,255
2059,2026-03-26,67
2060,2026-08-26,491
2061,2026-07-07,290
2062,2026-04-11,51
2063,2026-11-30,433
2064,2026-09-10,313
2065,2026-06-05,283
2066,2026-01-29,120
2067,2026-08-22,203
2068,2026-07-20,124
2069,2026-04-24,68
2070,2026-06-13,44
2071,2026-08-13,412
2072,2026-08-17,487
2073,2026-07-05,62
2074,2026-11-24,423
2075,2026-03-30,389
2076,2026-08-31,325
2077,2026-06-03,77
2078,2026-02-18,43
2079,2026-02-23,148
2080,2026-04-16,93
2081,2026-06-14,11
2082,2026-12-05,82
2083,2026-04-30,326
2084,2026-08-26,199
2085,2026-12-14,161
2086,2026-08-23,395
2087,2026-10-15,393
2088,2026-04-02,356
2089,2026-09-01,475
2090,2026-04-11,427
2091,2026-09-07,370
2092,2026-06-03,213
2093,2026-12-30,317
2094,2026-12-01,24
2095,2026-07-05,365
2096,2026-02-26,256
2097,2026-09-03,500
2098,2026-08-25,452
2099,2026-07-14,36
2100,2026-02-05,186
2101,2026-02-21,241
2102,2026-03-11,107
2103,2026-02-12,263
2104,2026-05-26,23
2105,2026-03-29,12
2106,2026-12-19,435
2107,2026-08-13,271
2108,2026-10-01,29
2109,2026-01-20,126
2110,2026-10-03,417
2111,2026-07-27,241
2112,2026-05-16,449
2113,2026-05-01,388
2114,2026-01-17,344
2115,2026-01-26,486
2116,2026-02-22,499
2117,2026-06-17,385
2118,2026-05-01,443
2119,2026-01-20,239
2120,2026-08-20,411
2121,2026-02-27,194
2122,2026-08-04,51
2123,2026-12-11,213
2124,2026-02-28,358
2125,2026-02-05,266
2126,2026-10-02,74
2127,2026-09-06,470
2128,2026-01-23,338
2129,2026-11-17,329
2130,2026-03-16,455
2131,2026-06-25,208
2132,2026-11-30,155
2133,2026-10-21,235
2134,2026-03-21,158
2135,2026-01-18,337
2136,2026-09-14,248
2137,2026-11-20,425
2138,2026-10-08,302
2139,2026-08-11,166
2140,2026-11-14,124
2141,2026-03-06,326
2142,2026-12-09,417
2143,2026-08-26,222
2144,2026-04-08,57
2145,2026-02-04,340
2146,2026-12-31,355
2147,2026-05-14,12
2148,2026-01-11,357
2149,2026-10-13,199
2150,2026-09-14,307
2151,2026-02-02,430
2152,2026-02-18,45
2153,2026-08-11,384
2154,2026-09-21,237
2155,2026-03-01,436
2156,2026-04-29,464
2157,2026-09-01,276
2158,2026-02-18,186
2159,2026-05-31,191
2160,2026-11-12,272
2161,2026-12-29,126
2162,2026-11-03,260
2163,2026-06-13,448
2164,2026-05-15,418
2165,2026-04-17,315
2166,2026-06-07,21
2167,2026-11-10,124
2168,2026-12-11,395
2169,2026-04-08,193
2170,2026-08-08,101
2171,2026-04-20,184
2172,2026-08-04,362
2173,2026-01-29,300
2174,2026-12-30,258
2175,2026-08-19,5
2176,2026-10-24,202
2177,2026-06-25,385
2178,2026-12-26,167
2179,2026-01-22,235
2180,2026-05-17,455
2181,2026-02-02,198
2182,2026-01-09,327
2183,2026-11-07,354
2184,2026-11-04,270
2185,2026-06-01,153
2186,2026-01-08,421
2187,2026-03-02,321
2188,2026-01-18,18
2189,2026-06-20,44
2190,2026-01-06,67
2191,2026-09-05,499
2192,2026-06-16,441
2193,2026-09-13,427
2194,2026-06-20,173
2195,2026-11-13,420
2196,2026-05-07,51
2197,2026-03-15,68
2198,2026-07-09,57
2199,2026-02-21,400
2200,2026-02-03,65
2201,2026-01-13,283
2202,2026-02-06,23
2203,2026-12-28,81
2204,2026-08-27,334
2205,2026-09-17,355
2206,2026-02-22,203
2207,2026-01-08,251
2208,2026-02-23,56
2209,2026-08-09,239
2210,2026-09-23,51
2211,2026-01-04,51
2212,2026-02-14,279
2213,2026-04-06,281
2214,2026-03-13,95
2215,2026-05-06,355
2216,2026-10-19,415
2217,2026-11-22,190
2218,2026-07-03,132
2219,2026-05-14,188
2220,2026-11-26,113
2221,2026-05-16,321
2222,2026-10-29,304
2223,2026-09-09,458
2224,2026-05-08,435
2225,2026-03-07,190
2226,2026-03-01,20
2227,2026-06-06,77
2228,2026-04-16,343
2229,2026-09-27,484
2230,2026-05-06,463
2231,2026-03-29,387
2232,2026-02-18,374
2233,2026-06-17,121
2234,2026-01-07,37
2235,2026-01-13,500
2236,2026-08-15,323
2237,2026-04-06,314
2238,2026-03-19,462
2239,2026-06-04,441
2240,2026-01-27,373
2241,2026-10-21,393
2242,2026-05-03,439
2243,2026-01-17,359
2244,2026-10-28,265
2245,2026-01-26,242
2246,2026-02-25,163
2247,2026-04-29,291
2248,2026-11-06,3
2249,2026-09-03,461
2250,2026-09-21,299
2251,2026-03-12,213
2252,2026-01-20,275
2253,2026-08-14,420
2254,2026-12-29,441
2255,2026-02-09,161
2256,2026-03-23,131
2257,2026-07-08,252
2258,2026-05-07,143
2259,2026-01-10,112
2260,2026-06-07,75
2261,2026-10-30,200
2262,2026-12-25,313
2263,2026-07-20,237
2264,2026-03-03,341
2265,2026-09-14,475
2266,2026-03-09,441
2267,2026-12-09,160
2268,2026-11-16,91
2269,2026-03-22,425
2270,2026-12-03,316
2271,2026-01-05,353
2272,2026-02-11,190
2273,2026-07-11,453
2274,2026-11-01,491
2275,2026-06-19,281
2276,2026-11-21,21
2277,2026-05-11,5
2278,2026-04-20,466
2279,2026-01-11,82
2280,2026-07-31,476
2281,2026-09-20,58
2282,2026-07-01,481
2283,2026-06-23,131
2284,2026-12-04,273
2285,2026-06-05,433
2286,2026-12-09,186
2287,2026-04-03,391
2288,2026-10-13,110
2289,2026-11-27,452
2290,2026-07-27,441
2291,2026-04-03,285
2292,2026-06-25,272
2293,2026-11-19,162
2294,2026-02-02,315
2295,2026-10-10,179
2296,2026-03-19,307
2297,2026-11-08,180
2298,2026-09-23,40
2299,2026-11-04,406
2300,2026-06-04,176
2301,2026-12-19,474
2302,2026-11-21,133
2303,2026-05-22,173
2304,2026-09-27,429
2305,2026-09-27,101
2306,2026-12-03,491
2307,2026-11-27,95
2308,2026-11-22,301
2309,2026-12-01,326
2310,2026-01-24,334
2311,2026-03-04,475
2312,2026-04-13,35
2313,2026-04-15,380
2314,2026-12-22,256
2315,2026-03-04,81
2316,2026-01-17,316
2317,2026-10-12,409
2318,2026-02-06,383
2319,2026-08-17,288
2320,2026-12-25,36
2321,2026-03-08,83
2322,2026-01-17,70
2323,2026-05-21,299
2324,2026-05-18,231
2325,2026-10-10,345
2326,2026-05-20,343
2327,2026-09-27,91
2328,2026-12-05,429
2329,2026-12-15,470
2330,2026-06-05,340
